taxid,name,rank,lineage_name,lineage_id
1393820,Sepioteuthis cf. lessoniana DON033,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON033,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393820
1393821,Sepioteuthis cf. lessoniana DON034,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON034,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393821
1393822,Sepioteuthis cf. lessoniana DON036,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON036,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393822
1393823,Sepioteuthis cf. lessoniana DON037,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON037,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393823
1393824,Sepioteuthis cf. lessoniana DON038,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON038,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393824
1393825,Sepioteuthis cf. lessoniana DON039,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON039,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393825
1393826,Sepioteuthis cf. lessoniana DON041,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON041,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393826
1393827,Sepioteuthis cf. lessoniana DON044,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON044,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393827
1393828,Sepioteuthis cf. lessoniana DUM035,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DUM035,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393828
1393829,Sepioteuthis cf. lessoniana DUM036,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DUM036,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393829
1393830,Sepioteuthis cf. lessoniana DUM04402,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DUM04402,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393830
1393831,Sepioteuthis cf. lessoniana DUM04403,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DUM04403,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393831
1393832,Sepioteuthis cf. lessoniana DUM04404,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DUM04404,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393832
1393833,Sepioteuthis cf. lessoniana DUM04410,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DUM04410,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393833
1393834,Sepioteuthis cf. lessoniana DUM04414,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DUM04414,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393834
1393835,Sepioteuthis cf. lessoniana DUM04415,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DUM04415,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393835
1393836,Sepioteuthis cf. lessoniana DUM04416,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DUM04416,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393836
1393837,Sepioteuthis cf. lessoniana DUM04418,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DUM04418,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393837
1393838,Sepioteuthis cf. lessoniana MAN001,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN001,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393838
1393839,Sepioteuthis cf. lessoniana MAN003,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN003,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393839
1393840,Sepioteuthis cf. lessoniana MAN007,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN007,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393840
1393841,Sepioteuthis cf. lessoniana MAN011,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN011,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393841
1393842,Sepioteuthis cf. lessoniana MAN012,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN012,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393842
1393843,Sepioteuthis cf. lessoniana MAN014,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN014,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393843
1393844,Sepioteuthis cf. lessoniana MAN015,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN015,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393844
1393845,Sepioteuthis cf. lessoniana MAN018,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN018,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393845
1393846,Sepioteuthis cf. lessoniana MAN023,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN023,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393846
1393847,Sepioteuthis cf. lessoniana MAN024,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN024,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393847
1393848,Sepioteuthis cf. lessoniana MAN026,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN026,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393848
1393849,Sepioteuthis cf. lessoniana MAN027,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN027,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393849
1393850,Sepioteuthis cf. lessoniana MAN028,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN028,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393850
1393851,Sepioteuthis cf. lessoniana MAN029,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN029,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393851
1393852,Sepioteuthis cf. lessoniana MAN032,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN032,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393852
1393853,Sepioteuthis cf. lessoniana MAN033,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN033,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393853
1393854,Sepioteuthis cf. lessoniana MAN034,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN034,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393854
1393855,Sepioteuthis cf. lessoniana MAN040,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN040,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393855
1393856,Sepioteuthis cf. lessoniana MAN041,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN041,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393856
1393857,Sepioteuthis cf. lessoniana MAN042,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN042,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393857
1393858,Sepioteuthis cf. lessoniana MAN044,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN044,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393858
1393859,Sepioteuthis cf. lessoniana MAN046,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN046,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393859
1393860,Sepioteuthis cf. lessoniana PSE001,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana PSE001,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393860
1393861,Sepioteuthis cf. lessoniana PSE002,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana PSE002,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393861
1393862,Sepioteuthis cf. lessoniana PSE003,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana PSE003,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393862
1393863,Sepioteuthis cf. lessoniana PSE005,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana PSE005,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393863
1393864,Sepioteuthis cf. lessoniana PSE006,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana PSE006,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393864
1393865,Sepioteuthis cf. lessoniana PSE009,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana PSE009,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393865
1393866,Sepioteuthis cf. lessoniana PSE011,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana PSE011,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393866
1393867,Sepioteuthis cf. lessoniana PSE015,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana PSE015,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393867
1393868,Sepioteuthis cf. lessoniana PSE019,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana PSE019,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393868
1393869,Sepioteuthis cf. lessoniana PSE020,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana PSE020,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393869
1393870,Sepioteuthis cf. lessoniana PSE024,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana PSE024,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393870
1393871,Sepioteuthis cf. lessoniana PSE027,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana PSE027,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393871
1393872,Sepioteuthis cf. lessoniana RAJ00401,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ00401,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393872
1393873,Sepioteuthis cf. lessoniana RAJ005,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ005,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393873
1393874,Sepioteuthis cf. lessoniana RAJ006,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ006,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393874
1393875,Sepioteuthis cf. lessoniana RAJ007,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ007,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393875
1393876,Sepioteuthis cf. lessoniana RAJ008,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ008,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393876
1393877,Sepioteuthis cf. lessoniana RAJ009,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ009,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393877
1393878,Sepioteuthis cf. lessoniana RAJ016,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ016,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393878
1393879,Sepioteuthis cf. lessoniana RAJ017,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ017,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393879
1393880,Sepioteuthis cf. lessoniana RAJ018,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ018,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393880
1393881,Sepioteuthis cf. lessoniana RAJ020,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ020,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393881
1393882,Sepioteuthis cf. lessoniana RAJ021,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ021,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393882
1393883,Sepioteuthis cf. lessoniana RAJ023,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ023,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393883
1393884,Sepioteuthis cf. lessoniana RAJ024,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ024,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393884
1393885,Sepioteuthis cf. lessoniana RAJ028,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ028,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393885
1393886,Sepioteuthis cf. lessoniana RAJ029,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ029,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393886
1393887,Sepioteuthis cf. lessoniana RAJ030,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ030,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393887
1393888,Sepioteuthis cf. lessoniana RAJ032,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ032,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393888
1393889,Sepioteuthis cf. lessoniana RAJ035,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ035,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393889
1393890,Sepioteuthis cf. lessoniana RAJ036,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ036,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393890
1393891,Sepioteuthis cf. lessoniana RAJ038,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana RAJ038,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393891
1393892,Sepioteuthis cf. lessoniana SUM004,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana SUM004,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393892
1393893,Sepioteuthis cf. lessoniana SUM00401,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana SUM00401,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393893
1393894,Sepioteuthis cf. lessoniana TIC00101,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana TIC00101,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393894
1393895,Sepioteuthis cf. lessoniana TIC00102,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana TIC00102,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393895
1393896,Sepioteuthis cf. lessoniana TIC00103,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana TIC00103,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393896
1393897,Sepioteuthis cf. lessoniana TIC00421,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana TIC00421,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393897
1393898,Sepioteuthis cf. lessoniana TIC00513,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana TIC00513,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393898
1393899,Sepioteuthis cf. lessoniana TIC00514,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana TIC00514,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393899
1393900,Sepioteuthis cf. lessoniana TIC00519,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana TIC00519,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393900
1393901,Sepioteuthis cf. lessoniana TIC008,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana TIC008,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393901
1393902,Sepioteuthis cf. lessoniana TIC016,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana TIC016,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393902
1393903,Sepioteuthis cf. lessoniana TIC022,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana TIC022,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393903
1393904,Sepioteuthis cf. lessoniana TIC023,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana TIC023,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393904
1393905,Sepioteuthis cf. lessoniana TIC025,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana TIC025,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393905
1393906,Sepioteuthis cf. lessoniana VN002,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN002,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393906
1393907,Sepioteuthis cf. lessoniana VN003,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN003,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393907
1393908,Sepioteuthis cf. lessoniana VN007,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN007,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393908
1393909,Sepioteuthis cf. lessoniana VN009,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN009,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393909
1393910,Sepioteuthis cf. lessoniana VN015,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN015,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393910
1393911,Sepioteuthis cf. lessoniana VN016,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN016,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393911
1393912,Sepioteuthis cf. lessoniana VN068,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN068,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393912
1393913,Sepioteuthis cf. lessoniana VN070,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN070,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393913
1393914,Sepioteuthis cf. lessoniana VN079,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN079,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393914
1393915,Sepioteuthis cf. lessoniana VN080,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN080,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393915
1393916,Sepioteuthis cf. lessoniana VN082,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN082,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393916
1393917,Sepioteuthis cf. lessoniana VN086,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN086,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393917
1393918,Sepioteuthis cf. lessoniana VN090,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN090,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393918
1393919,Sepioteuthis cf. lessoniana VN095,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN095,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393919
1393920,Sepioteuthis cf. lessoniana VN097,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN097,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393920
1393921,Sepioteuthis cf. lessoniana VN098,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN098,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393921
1393922,Sepioteuthis cf. lessoniana VN108,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN108,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393922
1393923,Sepioteuthis cf. lessoniana VN109,species,Teuthida//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana VN109,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393923
